,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Paul Brennan,34,3143,21.0,0.0010356673646562179,0.08467388125182802,,
Xifeng Wu,33,1910,21.0,0.0009468195832521695,0.08160280783854928,,
Paul D P Pharoah,31,3415,21.0,0.0008029228893068184,0.09330213512723018,,
Frank Geller,33,3194,21.0,0.0009700777989521217,0.09951740274934191,,
Mattias Lorentzon,29,3580,21.0,0.000256930200160369,0.10105293945598127,,
Soumya Raychaudhuri,27,6992,21.0,0.003118010708038657,0.12101491664229307,,
John F Peden,21,4915,21.0,0.0001444690785597951,0.10968119333138344,,
Nigel W Rayner,23,7433,21.0,0.00014948843894653605,0.09264404796724188,,
Katja K Aben,21,4869,21.0,0.0005941036895324658,0.07392512430535245,,
Margaret A Pericak-Vance,30,3641,21.0,0.002355856264802063,0.05842351564785025,,
Mariza de Andrade,31,2071,21.0,0.0015626609120908315,0.08460076045627377,,
W Ryan Diver,27,1837,21.0,0.0004042078467432781,0.07546066101199181,,
Gisli Masson,30,2921,21.0,0.00032199726522642185,0.04474992687920445,,
Thomas W Muhleisen,27,4022,21.0,0.00258073433604421,0.12935068733547822,,
Angelo Scuteri,21,6340,21.0,5.38209940023486e-05,0.07831237203860777,,
Ruth McPherson,23,4591,21.0,0.0002114698747045884,0.08642878034513016,,
Eva Albrecht,28,3481,21.0,0.0002402789880578302,0.11545773618016963,,
Andreas Ziegler,25,5574,21.0,0.00085021850499977,0.09081602807838549,,
Meena Kumari,25,4020,21.0,0.0002032566688525983,0.13337233109096228,,
Stephan Ripke,38,4327,21.0,0.0049870699701675845,0.10171102661596958,,
Tatiana Foroud,34,2215,21.0,0.007863621890833512,0.05842351564785025,,
Bok-Ghee Han,37,2438,21.0,0.0036840000677785248,0.08811055864287803,,
Marcella Rietschel,35,2576,21.0,0.0013874113331735962,0.07260894998537584,,
E Shyong Tai,34,2897,21.0,0.001280665875409303,0.08942673296285464,,
Unnur Styrkarsdottir,30,2416,21.0,0.00018673548395387932,0.04950277859023106,,
Arne Pfeufer,24,2369,21.0,0.0001548222603479563,0.06339572974553963,,
Peter Broderick,31,2974,21.0,0.00030454080846724433,0.0324656332260895,,
Esther M John,30,1848,20.0,0.0007271921134694614,0.09205908160280783,,
Sharon L R Kardia,37,1632,20.0,0.00046238312220893977,0.12189236618894414,,
Guo Li,34,1870,20.0,0.000539136802771276,0.11479964902018133,,
Paul Mitchell,36,1359,20.0,0.001134054119687595,0.08620941795846739,,
Albert Tenesa,26,2368,20.0,0.0010770439299304189,0.05644925416788535,,
Stephen Chanock,29,2345,20.0,0.0009356206430113293,0.08650190114068441,,
David A Bennett,32,1695,20.0,0.0018161396438870988,0.09249780637613338,,
David Karasik,29,1926,20.0,0.00013064406346028219,0.06449254167885346,,
D Timothy Bishop,24,1667,20.0,0.0005925486475180945,0.04672418835916935,,
Dena G Hernandez,29,2417,20.0,0.0022089156608124574,0.097543141269377,,
Xueling Sim,33,3417,20.0,0.000850136127693307,0.10682948230476748,,
Benjamin M Neale,23,2075,20.0,0.0022795869594745095,0.0591547236033928,,
Helena Schmidt,31,1999,20.0,0.0005499813313316065,0.11341035390465048,,
Joseph F Fraumeni,28,3181,20.0,0.0005220639160439008,0.05674173735010237,,
Graham Casey,29,1262,20.0,0.0004489849901877208,0.06449254167885346,,
Henri Wallaschofski,30,2933,20.0,0.00025771068968631064,0.11392219947353027,,
Koichi Matsuda,37,1593,20.0,0.0006555173409114407,0.045481134834747,,
Olli T Raitakari,46,2182,20.0,0.0008366706463457306,0.14236618894413572,,
Kimberly F Doheny,27,2866,20.0,0.0029952421871548827,0.08006727113190991,,
Alanna C Morrison,33,2234,20.0,0.0003036150373110983,0.1020035097981866,,
Robert N Hoover,27,2789,20.0,0.00030918110410121697,0.07195086282538754,,
Leo-Pekka Lyytikainen,43,2239,20.0,0.0007033819058890746,0.15150628838841768,,
Alison M Dunning,32,2783,20.0,0.0009399714826051788,0.09118163205615677,,
Roel A Ophoff,26,2775,20.0,0.003244045887995874,0.07992102954080141,,
Melissa C Southey,33,2701,20.0,0.0007948971959097756,0.10551330798479087,,
Thomas H Mosley,35,2014,20.0,0.0009387224913209696,0.10602515355367066,,
Christopher J Hammond,28,1483,20.0,0.00019790061782964122,0.04635858438139807,,
Hermann Brenner,35,2150,20.0,0.0012486863980300015,0.11150921322023984,,
Amy Hutchinson,26,2696,20.0,0.0003865272035011829,0.05725358291898216,,
Heli Nevanlinna,35,2934,20.0,0.0003931785767157507,0.08942673296285464,,
Rhian Gwilliam,20,5958,20.0,0.0012969642132357208,0.0922784439894706,,
Kijoung Song,22,4859,20.0,4.994302567160028e-05,0.07048844691430242,,
Pilar Galan,22,4606,20.0,0.0012379676566023183,0.0967388125182802,,
Willem H Ouwehand,23,5143,20.0,0.0003908326801430969,0.09037730330505996,,
Richa Saxena,27,5227,20.0,0.0007266388009722577,0.08686750511845569,,
Dan Rujescu,28,4401,20.0,0.0017432276168943327,0.08452763966071951,,
Eleanor Wheeler,21,5597,20.0,0.00010806990954188411,0.0876718338695525,,
Albert Vernon Smith,31,4329,20.0,0.00026160639791359536,0.11677391050014624,,
Debbie A Lawlor,26,5667,20.0,0.00019333944581029764,0.10624451594033343,,
Jian Yang,22,4216,20.0,0.001059899520031754,0.11677391050014624,,
Mika Kivimaki,25,3972,20.0,0.0002282233597463222,0.12730330505995904,,
Ken K Ong,28,4802,20.0,0.00023449049425415322,0.1254021643755484,,
Christopher J Groves,22,8380,20.0,0.00016472150157804952,0.10258847616262065,,
Elizabeth K Speliotes,20,6079,20.0,0.00016066791671761317,0.08935361216730038,U.S.,University of Michigan
John D Rioux,20,7841,20.0,0.0013308166597927277,0.0884761626206493,,
James S Pankow,29,3550,20.0,0.0001133917086197453,0.08555133079847908,,
Marika Kaakinen,23,3874,20.0,0.00014651350741255075,0.09863995320269084,,
Bo Isomaa,22,7173,20.0,8.777331601771139e-05,0.08818367943843229,,
Elina Hypponen,23,2776,19.0,0.00015491027774458486,0.09863995320269084,,
Gerjan Navis,25,2462,19.0,0.00014309870931234105,0.0993711611582334,,
Dena Hernandez,26,2351,19.0,0.0010466090164643173,0.09300965194501316,,
Nilanjan Chatterjee,24,4474,19.0,0.0008035401314461756,0.07736180169640246,,
Joyce B J van Meurs,22,3027,19.0,0.00020487536320619107,0.08511260602515355,,
Susanne Moebus,25,3850,19.0,0.002034873720132278,0.10127230184264405,,
Pau Navarro,29,2963,19.0,0.0002446085803318709,0.12503656039777714,,
Fredrick R Schumacher,27,2772,19.0,0.000986092301081031,0.08408891488739398,,
Hugh S Markus,27,2635,19.0,0.0004830543285206948,0.06054401871892366,,
Michael A Province,23,2865,19.0,0.0001889141894178652,0.09417958467388125,,
Henrik Gronberg,23,3959,19.0,0.0013459070050594864,0.10024861070488447,,
Yii-Der Ida Chen,32,3952,19.0,0.0005700554607631442,0.1240859900555718,,
Solveig Gretarsdottir,22,3485,19.0,0.0001414229477869581,0.04387247733255338,,
Diane M Becker,29,1911,19.0,0.0008675289209895175,0.09103539046504826,,
Joachim Heinrich,31,2012,19.0,0.0002548037940890565,0.07758116408306522,,
Wolfgang Koenig,27,1999,19.0,0.0001757532071713584,0.08723310909622696,,
David W Craig,20,1349,19.0,0.0014177551510986563,0.02157063468850541,,
Margaret J Wright,30,1292,19.0,0.00023537824115846034,0.06749049429657794,,
Peter S Chines,21,6590,19.0,8.869807588511831e-05,0.10902310617139514,,
Lisette Stolk,24,1585,19.0,0.00020819864402439232,0.09703129570049722,,
Craig E Pennell,38,1257,19.0,0.0004541385897770803,0.0863556595495759,,
Anne B Newman,22,1229,19.0,0.0002028961404859107,0.0650775080432875,,
Stuart Macgregor,26,1223,19.0,0.0003506337518286857,0.033562445159403334,,
Reinhold Schmidt,32,1658,19.0,0.000541814120270446,0.11355659549575899,,
Laurence N Kolonel,26,1749,19.0,0.00040709765161464883,0.0695378765720971,,
Yong-Bing Xiang,32,1163,19.0,0.0008460095315728637,0.06646680315881837,,
Joseph T Glessner,23,1783,19.0,0.0003494797570455025,0.02559227844398947,,
Ulrike Peters,30,1795,19.0,0.0009956390257421224,0.10799941503363557,,
Barbara Franke,27,1839,19.0,0.0011554892930420622,0.06500438724773325,,
J Brent Richards,31,1858,19.0,0.0003545223078789445,0.08445451886516525,,
Nathaniel Rothman,30,1099,19.0,0.00044437138493925494,0.054328751096811935,,
Winfried Marz,39,3165,19.0,0.0006162637332340346,0.1265720971044165,,
Julie E Buring,23,1957,19.0,0.0006470149413464559,0.08613629716291313,,
Julius Gudmundsson,25,3038,19.0,0.00013583028619363558,0.032026908452763965,,
Lindsay A Farrer,30,2053,19.0,0.0015146706142833755,0.037364726528224625,,
Jolanta Lissowska,31,3549,19.0,0.0007079542075054951,0.08664814273179292,,
Kai Yu,25,3331,19.0,0.0006023345636637715,0.04884469143024276,,
Florian Kronenberg,26,3238,19.0,0.0002560373117727606,0.09235156478502486,,
John Hardy,27,3410,19.0,0.0022628043564254714,0.07004972214097689,,
John Danesh,24,3630,19.0,0.000646236201987346,0.11560397777127815,,
Annette T Lee,21,3349,19.0,0.00039181796580165857,0.022009359461830944,,
David B Goldstein,21,3381,19.0,0.0007211345592772106,0.017183386955250072,,
Gunnar Sigurdsson,23,3649,19.0,0.00018219535705295422,0.08152968704299503,,
Sara Lindstrom,27,1469,18.0,0.0005122465993887543,0.08723310909622696,,
Tanja Zeller,35,1805,18.0,0.0006074777344085208,0.08752559227844399,,
Min Jin Go,32,3347,18.0,0.0007671538484979028,0.10668324071365896,,
Pirro G Hysi,30,1013,18.0,0.00030564566220951916,0.06646680315881837,,
Thomas J Wang,22,2494,18.0,6.191303317379749e-05,0.04621234279028956,,
Yoon Shin Cho,29,3289,18.0,0.0007725343490170646,0.10310032173150044,,
Pamela A F Madden,32,2277,18.0,0.00032068281996898695,0.08152968704299503,,
Martin den Heijer,20,2953,18.0,0.00034970661582507304,0.07867797601637906,,
Mark Walker,23,5134,18.0,0.00015444862289964794,0.09666569172272595,,
Johannes Kettunen,25,4150,18.0,0.00020017901300616855,0.07875109681193332,,
Tiinamaija Tuomi,19,7056,18.0,0.00019501766278266617,0.08116408306522375,,
Teresa Ferreira,19,5496,18.0,9.808516981121661e-05,0.11626206493126645,,
Georg B Ehret,20,4149,18.0,7.682339662800006e-05,0.08482012284293652,,
Cristian Pattaro,24,3872,18.0,5.442958413302273e-05,0.0792629423808131,,
Noel P Burtt,19,6541,18.0,0.00039789228333741674,0.06266452178999707,,
Montserrat Garcia-Closas,29,2648,18.0,0.00042107226241858717,0.08993857853173443,,
Chen Wu,35,1080,18.0,0.0011407604024963036,0.05081895291020766,,
J Wouter Jukema,44,2643,18.0,0.0012110011783188633,0.1570634688505411,,
Miriam F Moffatt,19,3808,18.0,0.0007036638105327027,0.08467388125182802,,
Michael Gill,24,3425,18.0,0.0016710832514388546,0.05835039485229599,,
Martin Dichgans,27,2321,18.0,0.0004233067815406094,0.05622989178122258,,
Afshin Parsa,21,2030,18.0,0.00021039573041267782,0.0733401579409184,,
Serkalem Demissie,24,3153,18.0,0.0001091965296685909,0.07421760748756946,,
Stephen M Schwartz,19,3149,18.0,0.000482784542642938,0.06829482304767476,,
Georgia Chenevix-Trench,29,2749,18.0,0.0005107708085951378,0.0883299210295408,,
Nelson B Freimer,18,6067,18.0,0.0006259466252358835,0.09308277274056742,,
Danish Saleheen,23,3745,18.0,0.00028374688873194473,0.1130447499268792,,
Jie Jin Wang,32,1160,18.0,0.0009445440696729085,0.08299210295408013,,
Jianfeng Xu,42,3162,18.0,0.004258784647787617,0.07195086282538754,,
Sita H Vermeulen,26,1992,18.0,0.0009057698704202297,0.0947645510383153,,
Terri L Young,33,1069,18.0,0.00024321022648061635,0.052939455981281074,,
Paul Scheet,19,3895,18.0,0.0020158259558563456,0.07238958759871307,,
Richard M Watanabe,18,6828,18.0,6.477282205643124e-05,0.07114653407429072,,
Susan E Hankinson,25,3763,18.0,0.0006424817005312519,0.07553378180754607,,
Leif C Groop,18,6806,18.0,4.011058519033094e-05,0.09381398069610997,,
Lavinia Paternoster,26,931,18.0,0.0005376250864847266,0.10244223457151214,,
Nabila Bouatia-Naji,19,3615,18.0,0.00014358644878090362,0.09374085990055572,,
Dirkje S Postma,31,1613,18.0,0.0009224569484087001,0.09140099444281953,,
Liesbeth Vandenput,24,2707,18.0,0.0002288966920237058,0.09454518865165253,,
Bjarke Feenstra,28,1546,17.0,0.000642531324846947,0.09454518865165253,,
Yoichiro Kamatani,32,1477,17.0,0.0017898720372078538,0.05835039485229599,,
Nazneen Rahman,22,2677,17.0,0.0007098571357399628,0.05995905235448962,,
Ayse Demirkan,23,2695,17.0,0.0003356684938327171,0.10829189821585258,,
Johannes H Smit,21,3223,17.0,0.0002591184982204359,0.10982743492249196,,
Peter A Fasching,27,1898,17.0,0.00029598016002809174,0.08291898215852589,,
Alan B Zonderman,30,779,17.0,0.0006127273128651787,0.10039485229599297,,
Vasiliki Lagou,22,2145,17.0,0.00016847004262684,0.10039485229599297,,
Ananth C Viswanathan,21,2238,17.0,0.0004298488038277827,0.04994150336355659,,
Robert Plomin,28,2303,17.0,0.0006869352569556577,0.0591547236033928,,
Irene Mateo Leach,22,2404,17.0,0.00011489198363985671,0.10178414741152383,,
Sigurjon A Gudjonsson,22,1509,17.0,4.8685910850560916e-05,0.022301842644047967,,
Tune H Pers,21,1512,17.0,0.0006485065312811702,0.11099736765136005,,
Shaun Purcell,17,4460,17.0,0.0008361196048103677,0.06551623281661305,,
David Meyre,17,4534,17.0,0.00015665907901894638,0.07114653407429072,,
Nicole M Warrington,23,1115,17.0,0.0002026447238607523,0.05827727405674173,,
Fergus J Couch,28,2280,17.0,0.0002997412811511508,0.08269961977186312,,
David J Couper,19,2616,17.0,0.00011266362120388681,0.08416203568294822,,
Carl D Langefeld,35,1721,17.0,0.0026220054626275536,0.08328458613629716,,
Jeffrey C Barrett,17,6726,17.0,0.00038660124554293655,0.028224627083942674,U.K,Sanger Institute
Alex W Hewitt,32,1082,17.0,0.0002472781559635531,0.043068148581456564,,
Andrew R Wood,24,4624,17.0,0.0003717513408133282,0.12284293653114946,,
Harm-Jan Westra,21,2588,17.0,0.0006268665439408172,0.1046358584381398,,
David Siscovick,20,1537,17.0,0.0002936698974415572,0.08050599590523545,,
Ming-Huei Chen,33,1483,17.0,0.0001366574344686906,0.0695378765720971,,
Terri H Beaty,35,1323,17.0,0.0017167487496622625,0.03977771278151506,,
Leonard H van den Berg,22,1433,17.0,0.000639744686559037,0.03897338403041825,,
Dongxin Lin,35,1062,17.0,0.000921956540661103,0.04496928926586721,,
Goran Hallmans,21,3790,17.0,0.0011466148086865717,0.11362971629131324,,
Caroline C W Klaver,24,1060,17.0,7.737874195120516e-05,0.03363556595495759,,
Lorna M Lopez,27,1439,17.0,0.00038400604703073667,0.10083357706931852,,
Elizabeth G Holliday,32,1019,17.0,0.0006702634709792491,0.10266159695817491,,
Stephen S Rich,41,2077,17.0,0.0015236613653628556,0.09856683240713658,,
David A Hinds,33,1248,17.0,0.0007673861937178059,0.05301257677683533,,
Sarah Edkins,21,3191,17.0,0.0006236983383783448,0.08196841181632056,,
Wilmar Igl,19,4787,17.0,0.00026176711070741344,0.10682948230476748,,
Per Hoffmann,29,1383,17.0,0.002215297885636612,0.07699619771863117,,
Lisa R Yanek,26,1264,17.0,0.0005857468613468348,0.07823925124305352,,
George McMahon,23,1004,17.0,0.00020830213784158862,0.07173150043872477,,
Irene Pichler,20,4814,17.0,5.337796088990971e-05,0.07231646680315881,,
Eric E Schadt,21,6045,17.0,0.0006534359996304406,0.11648142731792922,,
Johannes R Vingerling,25,1055,17.0,6.887520801744865e-05,0.03268499561275227,,
Linda S Adair,26,3831,17.0,0.00042192937275587215,0.1227698157355952,,
Wolfgang Maier,25,2969,17.0,0.0007558163548103796,0.049795261772448085,,
Antonella Mulas,23,3676,17.0,0.0002801892041709981,0.09322901433167592,,
Ching-Yu Cheng,39,1054,17.0,0.003647745807163246,0.1161889441357122,,
Janine F Felix,24,1012,17.0,0.00015163917498709682,0.07699619771863117,,
Amanda J Bennett,17,5808,17.0,0.00012434425765403258,0.09447206785609827,,
David A Mackey,31,1128,17.0,0.00017948402470298173,0.04014331675928634,,
Jaana Laitinen,17,5014,17.0,0.00015089909796603984,0.08730622989178122,,
Wolfgang Lieb,34,2123,17.0,0.0017994384980961136,0.09586136297162913,,
Julian Peto,25,3114,17.0,0.0005894878116492236,0.08248025738520035,,
Claudia Lamina,19,5213,17.0,8.97717039915834e-05,0.09915179877157063,,
Daniel O Stram,26,1770,17.0,0.0006183150920539516,0.08577069318514186,,
Silvia Naitza,19,2100,17.0,7.030559113837975e-05,0.0713658964609535,,
Angela Cox,24,2786,17.0,0.0005611086660559409,0.09447206785609827,,
Stella Trompet,43,2103,17.0,0.001115974502636721,0.15106756361509213,,
Mingyao Li,17,3440,17.0,0.0003032786894562168,0.0748025738520035,,
Marilyn C Cornelis,28,1671,17.0,0.000380171414106827,0.07801988885639076,,
Martina Muller-Nurasyid,35,3056,17.0,0.0005090435910003093,0.14163498098859315,,
Hong-Wen Deng,36,581,16.0,0.0003010715794354124,0.009651945013161743,,
Alex S F Doney,17,6346,16.0,7.152065214228536e-05,0.0922784439894706,,
Roberto Elosua,17,4483,16.0,0.0002211682291905129,0.08672126352734717,,
Michael J Owen,17,3344,16.0,0.00043844560847052227,0.03831529687042995,,
Ivo Gut,17,3315,16.0,0.0005593293027251082,0.03210002924831822,,
Jemma B Wilk,20,1234,16.0,0.0002601138323103972,0.029175197426147995,,
Oscar H Franco,40,1309,16.0,0.00031238569970776833,0.11999122550453349,,
Cyrus Cooper,16,3412,16.0,9.895427175161814e-05,0.07706931851418543,,
Carolina Medina-Gomez,23,1862,16.0,0.00016131834396935685,0.0870137467095642,,
Inger Njolstad,17,3285,16.0,0.0004964582425208802,0.09140099444281953,,
Valur Emilsson,16,2402,16.0,0.000196934662250086,0.09739689967826849,,
Matthias W Beckmann,26,1878,16.0,0.0002953962681435694,0.08401579409183972,,
David L Duffy,22,954,16.0,0.00012393984072338042,0.02793214390172565,,
Maria Teresa Landi,20,1266,16.0,0.0004091429345098158,0.04738227551915765,,
Laura Crisponi,16,2159,16.0,8.096702805006395e-05,0.07100029248318221,,
Jari Lahti,29,971,16.0,0.00042852611130051913,0.10266159695817491,,
Andrew D Paterson,27,968,16.0,0.0025791232128093253,0.06266452178999707,,
Kaisa Silander,21,5265,16.0,0.00023697148720521784,0.08145656624744077,,
Keri L Monda,16,3647,16.0,0.0001827581922563837,0.08613629716291313,,
Diether Lambrechts,26,2177,16.0,0.0007907129564736288,0.09396022228721848,,
Tatijana Zemunik,22,1276,16.0,0.00014507250670245525,0.09088914887393974,,
Henning Tiemeier,31,1212,16.0,0.0003923072868456064,0.09286341035390465,,
Peter Rudnai,20,1899,16.0,0.0001282595364174496,0.03568294823047675,,
George V Dedoussis,19,2100,16.0,0.00013460877580531396,0.09761626206493126,,
Nona Sotoodehnia,30,1169,16.0,0.0002539321993847694,0.06617431997660135,,
Leonid Padyukov,18,2220,16.0,0.0009532319897731036,0.028663351857268208,,
Rodney J Scott,30,1582,16.0,0.0020297717547168226,0.12116115823340158,,
Arif B Ekici,25,1671,16.0,0.0014496788958704972,0.07195086282538754,,
Anubha Mahajan,29,2238,16.0,0.00048543693402842557,0.10997367651360046,,
Melissa Garcia,22,1890,16.0,0.0002832027848044213,0.10726820707809301,,
Karl-Heinz Jockel,24,3425,16.0,0.0011924787786671194,0.1123866627668909,,
Kathryn P Burdon,22,822,16.0,0.00029252543008575723,0.04167885346592571,,
Jer-Yuarn Wu,30,1294,16.0,0.002193550688914396,0.060836501901140684,,
Sarah E Hunt,17,3646,16.0,0.0007388934426977179,0.08006727113190991,,
Paul F O'Reilly,18,2416,16.0,0.0003619017560287519,0.07933606317636736,,
Robert A Scott,26,1968,16.0,0.00037054759605181597,0.13717461245978355,,
Federico Canzian,24,1858,16.0,0.00041679828141431423,0.08335770693185142,,
Jennifer E Huffman,31,1130,16.0,0.00022417316604798857,0.1031734425270547,,
