In Charge,PUBMEDID,DATASETS,Consortia,NOTES
Xuejie,20010834,Avon Longitudinal Study of Parents and Children (ALSPAC); British 1958 Birth Cohort Study (B58C); British 1958 Birth Cohort Study (B58C); European Prospective Investigation into Cancer and Nutrition _ Obesity study cohort (EPIC-Obesity); European Prospective Investigation into Cancer (EPIC); Finnish Twin Cohort Study (FTC); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); CROATIA-Korcula Study (CROATIA-KORCULA); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Northern Sweden Population Health Study (NSPHS); Orkney Complex Disease Study (ORCADES); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK); Vis Study (VIS); ADONIX (ADONIX); Busselton Health Study (BHS); BRHS (BRHS); British Womens Heart & Health Study (BWHHS); Gedling (Gedling); Generation Scotland: Scottish Family Health Study (GS:SFHS); Hunter Community Study (HCS); Nottingham Smokers (Nottingham Smokers); MRC National Survey of Health and Development (NSHD); Health 2000 Study (Health 2000),,
Xuejie,25644384,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); The Berlin Aging Study II (BASE-II); TheBetula Study (BETULA); Cardiovascular Health Study (CHS); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Korcula Study (CROATIA-KORCULA); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Generation Scotland: Scottish Family Health Study (GS:SFHS); Helsinki Birth Cohort Study (HBCS); Hunter Community Study (HCS); Health and Retirement Study (HRS); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Norwegian Cognitive NeuroGenetics Study (NCNG); Older Australian Twins Study (OATS); Orkney Complex Disease Study (ORCADES); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Religious Orders Study (ROS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Sydney Memory and Ageing Study (MAS); Tasmanian Study of Cognition and Gait (TASCOG); Three City Study (3C),,
Xuejie,23817569,23andMe (23andMe); Avon Longitudinal Study of Parents and Children (ALSPAC),,
Xuejie,25778476,Alzheimer Disease Genetic Consortium (ADGC); EADI (EADI); GERAD (GERAD); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Alzheimer Disease Center (ADC); Pfizer (Pfizer); TARCC (TARCC); UMVU (UMVU),,
Xuejie,22344219,Shanghai Genome-Wide Association Studies (SGWAS); Cardio-metabolic Genome Epidemiology Study (CAGE); Korean Association Resource Project (KARE); Singapore Prospective Study Program (SP2); Singapore Diabetes Cohort Study (SDCS); Singapore Malay Eye Study (SIMES); Taiwan Genome Wide Association Study (TGWAS); Cardiometabolic Risk in Chinese (CRC); RIKEN (RIKEN); Suita Study (Suita); Genetic Epidemiology Network of Salt-Sensitivity Study (GenSalt); Shanghai Institute of Hypertension GWAS (SIH); Singapore Cohort study Of the Risk factors for Myopia study (SCORM); Multiethnic Cohort Study of Diet and Health (MEC); Guangxi Fangchenggang Area Male Health and Examination Survey (FAMHES); Vanderbilt Genome-Wide Association Studies (Vanderbilt); Singapore Cardiovascular Cohort Study (SCCS2); Ehime University site (Nomura),,
Xuejie,23022100,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Erasmus Rucphen Family Study (ERF); Family Heart Study (FamHS); Framingham Heart Study (FHS); Gutenberg Health Study (GHS); Health, Aging, and Body Composition Study (Health ABC); The Invecchiare in Chianti (InCHIANTI); CROATIA-Korcula Study (CROATIA-KORCULA); Lothian Birth Cohort Studies 1936 (LBC1936); Micro-isolates in South Tyrol Study (MICROS); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Orkney Complex Disease Study (ORCADES); Rotterdam Study (RS); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Cohorte Lausannoise (CoLaus); LifeLines (LifeLines); BioBank Japan Project (BBJ)",,
Xuejie,27764096,Genetic Epidemiology Research in Adult Health and Aging (GERA); UK Biobank (UKB),,
Xuejie,22001757,London Life Sciences Population Study (LOLIPOP); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Australian Twin-Family Studies (AUSTWIN); British Genetics of Hypertension study (BRIGHT); Cohorte Lausannoise (CoLaus); deCODE Genetics (deCODE); Fenland study (Fenland); Finnish Twin Cohort Study (FTC); Framingham Heart Study (FHS); Cooperative Health Research in the Region of Augsburg (KORA); Netherlands Study of Depression and Anxiety (NESDA); Netherlands Twin Registry (NTR); Precocious Coronary Artery Disease Study (PROCARDIS); Rotterdam Study I (RS-I); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK),,
Xuejie,24929828,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); British 1958 Birth Cohort Study (B58C); British 1958 Birth Cohort Study (B58C); Coronary Artery Risk Development in Young Adults (CARDIA); Cardiovascular Health Study (CHS); European Community Respiratory Health Survey (ECRHS); European Prospective Investigation into Cancer (EPIC); CROATIA-Korcula Study (CROATIA-KORCULA); Orkney Complex Disease Study (ORCADES); CROATIA-Vis Island Study (CROATIA-VIS); Northern Sweden Population Health Study (NSPHS); Framingham Heart Study (FHS); Finnish Twin Cohort Study (FTC); Health 2000 Study (Health 2000); Health, Aging, and Body Composition Study (Health ABC); Hunter Community Study (HCS); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Multi-Ethnic Study of Atherosclerosis (MESA); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK); Busselton Health Study (BHS); CROATIA-Split Study (CROATIA-SPLIT); Generation Scotland: Scottish Family Health Study (GS:SFHS); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Lothian Birth Cohort Studies 1936 (LBC1936); LifeLines (LifeLines); Long Life Family Study (LLFS); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS)",,
Xuejie,27193031,SLE (SLE); RA (RA); NO NAME; Wellcome Trust Case Control Consortium (WTCCC),,
Xuejie,26192919,BEL1 (BEL1); BEL2 (BEL2); CEDARS (CEDARS); Childrens Hospital of Philadelphia (CHOP); Germany (Germany); NIDDK (NIDDK); Wellcome Trust Case Control Consortium (WTCCC); Norwegian (NORWEGIAN); Swedish (SWEDISH),,
Xuejie,23989986,Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); deCODE Genetics (deCODE); UK Adult Twin Register (TwinsUK); Genetics OsteoArthritis and Progression (GARP); arcOGEN (arcOGEN); Estonian Genome Center of the University of Tartu (EGCUT); NO NAME; Malmo Diet and Cancer Study (MDC); Osteoporotic Fractures in Men Study (MrOS); Study of Osteoporotic Fractures (SOF); Paprika (Paprika),,
Domante,21909109,Korean Association Resource Project (KARE); Health Examinee Shared Control Study (HEXA); BioBank Japan Project (BBJ); Health2 Study (Health2); Shanghai Diabetes Genetic Study (SDGS),,
Domante,27142678,Erasmus Rucphen Family Study (ERF); Estonian Genome Center of the University of Tartu (EGCUT); CROATIA-Korcula Study (CROATIA-KORCULA); Micro-isolates in South Tyrol Study (MICROS); Cooperative Health Research in the Region of Augsburg (KORA); Netherlands Study of Depression and Anxiety (NESDA); Orkney Complex Disease Study (ORCADES),,
Domante,21804548,RIKEN (RIKEN); BioBank Japan Project (BBJ),,
Domante,28394258,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT); Austrian Stroke Prevention Study (ASPS); Coronary Artery Risk Development in Young Adults (CARDIA); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Hypertension Genetic Epidemiology Network (HYPERGEN); Korean National Health Insurance (KNHI); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Micro-isolates in South Tyrol Study (MICROS); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Study of Health in Pomerania 1 (SHIP-1); Study of Health in Pomerania Trend (SHIP-TREND); Uppsala Longitudinal Study of Adult Men (ULSAM),EchoGen,
Domante,21775986,Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Cleveland Family Study (CFS); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Jackson Heart Study (JHS); Multi-Ethnic Study of Atherosclerosis (MESA); Sleep Heart Health Study (SHHS); Childrens Hospital of Philadelphia (CHOP),Candidate Gene Association Resource (CARe); African American Breast Cancer Consortium; the African American Prostate Cancer Consortium; the African American Lung Cancer Consortium,
Domante,24737748,NO NAME; NO NAME; British 1958 Birth Cohort Study (B58C); Colon Cancer Family Registry (CCFR); National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS); National Study of Colorectal Cancer Genetics (NSCCG); Generation Scotland: Scottish Family Health Study (GS:SFHS); Swedish Low-Risk Colorectal Cancer Study Group (SLRCCSG),Colorectal Tumour Gene Identification (CORGI); Colorectal Cancer Genetics (COGENT),
Domante,21908515,"Shanghai Breast Cancer Study (SBCS); Shanghai Endometrial Cancer Study (SECS); Shanghai Breast Cancer Survival Study (SBCSS); Tianjin Study (Tianjin); Nanjing Study (NJ Study); Taiwan Biobank (Taiwan); Hong Kong Study (HKS); Asian Consortium, Colorectal Cancer Guangzhou (Guangzhou); Nagoya Study (Nagoya); Multiethnic Cohort Study of Diet and Health (MEC); Nagano Breast Cancer Study (NagBCS); Seoul Breast Cancer Study (SeBCS); Korean Hereditary Breast Cancer study (KOHBRA); Korean Genome Epidemiology Study (KoGES)",Asia Breast Cancer Consortium,
Domante,22291604,University of Tokyo (Tokyo); Kyoto University (Kyoto); BioBank Japan Project (BBJ),,
Domante,21926974,Cardiff University (Cardiff UK); Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE); International Schizophrenia Consortium Aberdeen (ISC-Aberdeen); International Schizophrenia Consortium Cardiff (ISC-Cardiff); International Schizophrenia Consortium Dublin (ISC-Dublin); International Schizophrenia Consortium Edinburgh (ISC-Edinburgh); International Schizophrenia Consortium London (ISC-London); International Schizophrenia Consortium Portugal (ISC-Portugal); International Schizophrenia Consortium Sweden1 (ISC-Sweden1); International Schizophrenia Consortium Sweden2 (ISC-Sweden2); Molecular Genetics of Schizophrenia Collaboration (MGS); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); Zucker Hillside Hospital (ZHH),,
Domante,21926416,MD Anderson Cancer Center Study (MDACCS),,
Domante,17434869,Wellcome Trust Case Control Consortium (WTCCC); Exeter Family Study of Childhood Health (EFSOCH); Avon Longitudinal Study of Parents and Children (ALSPAC); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Oxford Biobank (OBB); Caerphilly Prospective Study (CaePS); European Prospective Investigation into Cancer (EPIC); British Womens Heart & Health Study (BWHHS); The Invecchiare in Chianti (InCHIANTI),Wellcome Trust Case Control Consortium (WTCCC),
Domante,28073927,Brisbane Adolescent Twins Study (BATS); Blue Mountain Eye Study (BMES); European Prospective Investigation into Cancer (EPIC); Erasmus Rucphen Family Study (ERF); Framingham Eye Study (FES); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Orkney Complex Disease Study (ORCADES); Western Australian Pregnancy Cohort Study (RAINE); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Twins Eye Study in Tasmania (TEST); UK Adult Twin Register (TwinsUK); Beijing Eye Study (BES); Singapore Chinese Eyes Study (SCES); Singapore Malay Eye Study (SIMES); Singapore Indian Eye Study (SINDI); Australian & New Zealand Registry of Advanced Glaucoma (ANZRAG); National Eye Institute Glaucoma Human Genetics Collaboration Heritable Overall Operational Database (NEIGHBORHOOD); NO NAME,,
Domante,19587794,UK Adult Twin Register (TwinsUK); British Genetics of Hypertension study (BRIGHT); Diabetes Control and Complication Trial (DCCT); Atherosclerosis Risk in Communities Study (ARIC); Cooperative Health Research in the Region of Augsburg (KORA); SardiNIA Study of Aging (SardiNIA); GenNOVA (GenNOVA); Heinz Nixdorf Recall Study (HNR); Framingham Heart Study (FHS); Rotterdam Study (RS); Cardiovascular Health Study (CHS); Epidemiology of Diabetes Interventions and Complications (EDIC),QTSCD; QTGEN,
Domante,22479202,Avon Longitudinal Study of Parents and Children (ALSPAC); Baltimore Longitudinal Study of Ageing (BLSA); Cohorte Lausannoise (CoLaus); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Genetic Epidemiology of Metabolic Syndrome study (GEMS); The Invecchiare in Chianti (InCHIANTI); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Micro-isolates in South Tyrol Study (MICROS),,
Domante,21935397,Danish National Birth Cohort (DNBC); International Agency for Research on Cancer Study (IARC); Avon Longitudinal Study of Parents and Children (ALSPAC),,
Domante,17767157,"Wellcome Trust Case Control Consortium (WTCCC); Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); UK Type 2 Diabetes Genetics Consortium (UK2 GCC); Avon Longitudinal Study of Parents and Children (ALSPAC); Exeter Family Study of Childhood Health (EFSOCH); FINRISK97 (FINRISK97); European American and Poland Extreme Height panels (EAPEH)",,
Domante,25648963,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Korcula Study (CROATIA-KORCULA); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Helsinki Birth Cohort Study (HBCS); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Orkney Complex Disease Study (ORCADES); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Religious Orders Study (ROS); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Study of Health in Pomerania (SHIP); Tasmanian Study of Cognition and Gait (TASCOG); Baltimore Longitudinal Study of Ageing (BLSA); Hunter Community Study (HCS); Nurses Health Study (NHS); Sydney Memory and Ageing Study (MAS); Three City Study (3C); Womens Genome Health Study (WGHS); Reasons for Geographic and Racial Differences in Stroke (REGARDS); Swiss Memory Genetics Study (Swiss MGS),,
Domante,27890468,Cardiff University (Cardiff UK); NO NAME; IMAGEN (IMAGEN); Hospital Universitari Vall dHebron  (HUVH),,
Domante,24001895,Cardio-metabolic Genome Epidemiology Study (CAGE); Cebu Longitudinal Health and Nutrition Survey (CLHNS); Genetic Epidemiology Network of Salt-Sensitivity Study (GenSalt); Korean Association Resource Project (KARE); Nutrition and Health of Aging Population in China (NHAPC); Singapore Malay Eye Study (SIMES); Singapore Prospective Study Program (SP2); Taiwan Type 2 Diabetes Study (TDS); Vanderbilt Genome-Wide Association Studies (Vanderbilt); Health Examinee Shared Control Study (HEXA); Singapore Chinese Eyes Study (SCES); Cardio-metabolic Genome Epidemiology Study - Amagasaki (CAGE-Amagasaki); Japanese Millenium Genome Project (JMGP); Shanghai Mens and Shanghai Womens Health Studies (SMWHS); Suzhou Study (Suzhou),The Asian Genetic Epidemiology Network (AGEN)-MAP/PP work group,
Domante,25082827,NO NAME,Mediated Inflammatory Disease Consortium (IMIDC),People selected by the consortium from different Spanish hospitals
